Time,A0,A1,V, isJump
0,252,255,0
0.02,253,255,0
0.04,254,255,0
0.06,253,255,0
0.08,252,255,0
0.09999999,253,255,0
0.12,253,255,0
0.14,254,255,0
0.16,254,255,0
0.18,254,255,0
0.2,253,255,0
0.22,252,255,0
0.24,254,255,0
0.26,253,255,0
0.28,253,255,0
0.3,253,255,0
0.32,253,255,0
0.34,254,255,0
0.36,252,255,0
0.38,253,255,0
0.4,252,255,0
0.42,252,255,0
0.44,252,255,0
0.46,253,255,0
0.48,254,255,0
0.5,252,255,0
0.52,252,255,0
0.54,252,255,0
0.56,252,255,0
0.58,253,255,0
0.6,254,255,0
0.62,254,255,0
0.64,253,255,0
0.66,253,255,0
0.68,254,255,0
0.7,253,255,0
0.72,253,255,0
0.74,252,255,0
0.76,252,255,0
0.78,253,255,0
0.8,253,255,0
0.82,253,255,0
0.84,253,255,0
0.86,253,255,0
0.88,252,255,0
0.9,253,255,0
0.92,254,255,0
0.94,252,255,0
0.96,252,255,0
0.98,252,255,0
1,253,255,0
1.02,254,255,0
1.04,253,255,0
1.06,252,255,0
1.08,253,255,0
1.1,253,255,0
1.12,254,255,0
1.14,252,255,0
1.16,252,255,0
1.18,253,255,0
1.2,254,255,0
1.22,253,255,0
1.24,254,255,0
1.26,253,255,0
1.28,253,255,0
1.3,253,255,0
1.32,253,255,0
1.34,253,255,0
1.36,254,255,0
1.38,252,255,0
1.4,253,255,0
1.42,252,255,0
1.44,254,255,0
1.46,251,255,0
1.48,253,255,0
1.5,253,255,0
1.52,252,255,0
1.54,254,255,0
1.56,253,255,0
1.58,254,255,0
1.6,254,255,0
1.62,252,255,0
1.64,254,255,0
1.66,252,255,0
1.68,253,255,0
1.7,251,255,0
1.72,253,255,0
1.74,253,255,0
1.76,252,255,0
1.78,254,255,0
1.8,252,255,0
1.82,254,255,0
1.84,252,255,0
1.86,252,255,0
1.88,254,255,0
1.9,252,255,0
1.92,253,255,0
1.94,252,255,0
1.96,253,255,0
1.98,253,255,0
2,252,255,0
2.02,253,255,0
2.04,254,255,0
2.06,253,255,0
2.08,252,255,0
2.1,252,255,0
2.12,253,255,0
2.14,254,255,0
2.16,252,255,0
2.18,253,255,0
2.2,253,255,0
2.22,253,255,0
2.24,254,255,0
2.26,253,255,0
2.28,252,255,0
2.3,254,255,0
2.32,253,255,0
2.34,253,255,0
2.36,252,255,0
2.38,254,255,0
2.4,254,255,0
2.42,254,255,0
2.44,254,255,0
2.46,253,255,0
2.48,252,255,0
2.5,253,255,0
2.52,254,255,0
2.54,253,255,0
2.56,252,255,0
2.58,251,255,0
2.6,253,255,0
2.62,252,255,0
2.64,254,255,0
2.66,252,255,0
2.68,253,255,0
2.7,252,255,0
2.72,254,255,0
2.74,254,255,0
2.76,253,255,0
2.78,253,255,0
2.8,252,255,0
2.82,254,255,0
2.84,252,255,0
2.86,252,255,0
2.88,254,255,0
2.9,254,255,0
2.92,252,255,0
2.94,255,255,6
2.96,252,255,6
2.98,253,255,7
3,253,255,7
3.02,254,255,7
3.04,253,255,7
3.06,251,255,7
3.08,252,255,7
3.1,253,255,7
3.12,254,255,7
3.14,254,255,7
3.16,252,255,7
3.18,254,255,7
3.2,253,255,7
3.22,254,255,7
3.24,254,255,7
3.26,253,255,7
3.28,253,255,7
3.3,252,255,7
3.32,252,255,7
3.34,253,255,7
3.36,252,255,7
3.38,252,255,7
3.4,252,255,7
3.42,255,255,7
3.44,253,255,7
3.46,252,255,7
3.48,252,255,7
3.5,254,255,7
3.52,253,255,7
3.54,252,255,7
3.56,252,255,7
3.58,254,255,7
3.6,254,255,7
3.62,253,255,7
3.64,252,255,7
3.66,252,255,7
3.68,253,255,7
3.7,253,255,7
3.72,254,255,7
3.74,253,255,1
3.76,252,255,0
3.78,254,255,0
3.8,253,255,0
3.82,252,255,0
3.84,253,255,0
3.86,253,255,0
3.88,253,255,0
3.9,254,255,0
3.92,254,255,0
3.94,251,255,0
3.96,253,255,0
3.98,252,255,0
4,253,255,0
4.02,254,255,0
4.04,252,255,0
4.06,254,255,0
4.08,254,255,0
4.1,253,255,0
4.12,254,255,0
4.14,252,255,0
4.16,253,255,0
4.18,253,255,0
4.2,253,255,0
4.22,253,255,0
4.24,252,255,0
4.26,254,255,0
4.28,252,255,0
4.3,253,255,0
4.32,254,255,0
4.34,251,255,0
4.36,252,255,0
4.38,254,255,0
4.4,254,255,0
4.42,253,255,0
4.44,252,255,0
4.46,252,255,0
4.48,253,255,0
4.5,253,255,0
4.52,251,255,0
4.54,252,255,0
4.56,252,255,0
4.58,253,255,0
4.6,253,255,0
4.62,253,255,0
4.64,252,255,0
4.66,252,255,0
4.68,253,255,0
4.7,253,255,0
4.72,252,255,0
4.74,253,255,0
4.76,254,255,0
4.78,254,255,0
4.8,253,255,0
4.82,252,255,0
4.84,253,255,0
4.86,252,255,0
4.88,254,255,0
4.9,252,255,0
4.92,252,255,0
4.94,253,255,0
4.96,254,255,0
4.98,252,255,0
5,253,255,0
5.02,252,255,0
5.04,253,255,0
5.06,253,255,0
5.08,252,255,0
5.1,252,255,0
5.12,254,255,0
5.14,253,255,0
5.16,253,255,0
5.18,254,255,0
5.2,252,255,0
5.22,252,255,0
5.24,253,255,0
5.26,252,255,0
5.28,254,255,0
5.3,253,255,0
5.32,253,255,0
5.34,254,255,0
5.36,253,255,0
5.38,254,255,0
5.4,253,255,0
5.42,252,255,0
5.44,253,255,0
