Time,A0,A1,V, isJump
0,255,255,0
0.02,255,255,0
0.04,255,255,0
0.06,255,255,0
0.08,255,255,0
0.09999999,255,255,0
0.12,255,255,0
0.14,255,255,0
0.16,255,255,0
0.18,255,255,0
0.2,255,255,0
0.22,255,255,0
0.24,255,255,0
0.26,255,255,0
0.28,255,255,0
0.3,255,255,0
0.32,255,255,0
0.34,255,255,0
0.36,255,255,0
0.38,255,255,0
0.4,255,255,0
0.42,255,255,0
0.44,255,255,0
0.46,255,255,0
0.48,255,255,0
0.5,255,255,0
0.52,255,255,0
0.54,255,255,0
0.56,255,255,0
0.58,255,255,0
0.6,255,255,0
0.62,255,255,0
0.64,255,255,0
0.66,255,255,0
0.68,255,255,0
0.7,255,255,0
0.72,255,255,0
0.74,255,255,0
0.76,255,255,0
0.78,255,255,0
0.8,255,255,0
0.82,255,255,0
0.84,255,255,0
0.86,255,255,0
0.88,255,255,0
0.9,255,255,0
0.92,255,255,0
0.94,255,255,0
0.96,255,255,0
0.98,255,255,0
1,255,255,0
1.02,255,255,0
1.04,255,255,0
1.06,255,255,0
1.08,255,255,0
1.1,255,255,0
1.12,255,255,0
1.14,255,255,0
1.16,255,255,0
1.18,255,255,0
1.2,255,255,0
1.22,255,255,0
1.24,255,255,0
1.26,255,255,0
1.28,255,255,0
1.3,255,255,0
1.32,255,255,0
1.34,255,255,0
1.36,255,255,0
1.38,255,255,0
1.4,255,255,0
1.42,255,255,0
1.44,255,255,0
1.46,255,255,0
1.48,255,255,0
1.5,255,255,0
1.52,255,255,0
1.54,255,255,0
1.56,255,255,0
1.58,255,255,0
1.6,255,255,0
1.62,255,255,0
1.64,255,255,0
1.66,255,255,0
1.68,255,255,0
1.7,255,255,0
1.72,255,255,0
1.74,255,255,0
1.76,255,255,0
1.78,255,255,0
1.8,255,255,0
1.82,255,255,0
1.84,255,255,0
1.86,255,255,0
1.88,255,255,0
1.9,255,255,0
1.92,255,255,0
1.94,255,255,0
1.96,255,255,0
1.98,255,255,0
2,255,255,0
2.02,255,255,0
2.04,255,255,0
2.06,255,255,0
2.08,255,255,0
2.1,255,255,0
2.12,255,255,0
2.14,255,255,0
2.16,255,255,0
2.18,255,255,0
2.2,255,255,0
2.22,255,255,0
2.24,255,255,0
2.26,255,255,0
2.28,255,255,0
2.3,255,255,0
2.32,255,255,0
2.34,255,255,0
2.36,255,255,0
2.38,255,255,0
2.4,255,255,0
2.42,255,255,0
2.44,255,255,0
2.46,255,255,0
2.48,255,255,0
2.5,255,255,0
2.52,255,255,0
2.54,255,255,0
2.56,255,255,0
2.58,255,255,0
2.6,255,255,0
2.62,255,255,0
2.64,255,255,0
2.66,255,255,0
2.68,255,255,0
2.7,255,255,0
2.72,255,255,0
2.74,255,255,0
2.76,255,255,0
2.78,255,255,0
2.8,255,255,0
2.82,255,255,0
2.84,255,255,0
2.86,255,255,0
2.88,255,255,0
2.9,255,255,0
2.92,255,255,0
2.94,255,255,0
2.96,255,255,0
2.98,255,255,0
3,255,255,0
3.02,255,255,0
3.04,255,255,0
3.06,255,255,0
3.08,255,255,0
3.1,255,255,0
3.12,255,255,0
3.14,255,255,0
3.16,255,255,0
3.18,255,255,0
3.2,255,255,0
3.22,254,255,0
3.24,250,255,0
3.26,242,255,0
3.28,235,255,0
3.3,221,255,0
3.32,212,255,0
3.34,220,255,0
3.36,250,255,14
3.38,244,255,16
3.4,245,255,16
3.42,244,255,17
3.44,245,255,17
3.46,245,255,17
3.48,245,255,17
3.5,245,255,17
3.52,244,255,17
3.54,244,255,17
3.56,245,255,17
3.58,245,255,17
3.6,244,255,17
3.62,243,255,17
3.64,244,255,17
3.66,244,255,17
3.68,244,255,17
3.7,244,255,17
3.72,243,255,17
3.74,245,255,17
3.76,246,255,17
3.78,244,255,17
3.8,245,255,17
3.82,245,255,17
3.84,246,255,17
3.86,244,255,17
3.88,245,255,17
3.9,244,255,17
3.92,244,255,17
3.94,246,255,17
3.96,246,255,17
3.98,244,255,17
4,244,255,17
4.02,245,255,17
4.04,244,255,17
4.06,246,255,17
4.08,246,255,17
4.1,244,255,17
4.12,245,255,17
4.14,245,255,17
4.16,246,255,2
4.18,243,255,0
4.2,244,255,0
4.22,245,255,0
4.24,244,255,0
4.26,245,255,0
4.28,245,255,0
4.3,244,255,0
4.32,244,255,0
4.34,244,255,0
4.36,246,255,0
4.38,244,255,0
4.4,245,255,0
4.42,245,255,0
4.44,244,255,0
4.46,247,255,12
4.48,245,255,14
4.5,243,255,14
4.52,244,255,14
4.54,245,255,14
4.56,244,255,14
4.58,245,255,14
4.6,243,255,14
4.62,245,255,14
4.64,245,255,14
4.66,246,255,14
4.68,243,255,48
4.7,245,255,53
4.72,245,255,54
4.74,244,255,54
4.76,246,255,54
4.78,244,255,54
4.8,246,255,54
4.82,245,255,54
4.84,245,255,54
4.86,246,255,54
4.88,245,255,54
4.9,245,255,54
4.92,244,255,54
4.94,246,255,54
4.96,245,255,54
4.98,245,255,54
5,244,255,54
5.02,246,255,54
5.04,245,255,54
5.06,245,255,54
5.08,243,255,54
5.1,245,255,54
5.12,246,255,54
5.14,245,255,54
5.16,245,255,54
5.18,245,255,54
5.2,243,255,54
5.22,244,255,54
5.24,245,255,54
5.26,245,255,54
5.28,245,255,54
5.3,244,255,54
5.32,245,255,54
5.34,245,255,54
5.36,245,255,54
5.38,245,255,54
5.4,244,255,54
5.42,245,255,54
5.44,244,255,54
5.46,245,255,54
5.48,245,255,8
5.5,244,255,1
5.52,245,255,0
5.54,244,255,0
5.56,243,255,0
5.58,245,255,0
5.6,245,255,0
5.62,244,255,0
5.64,244,255,0
5.66,243,255,0
5.68,245,255,0
5.7,244,255,0
5.72,246,255,0
5.74,246,255,0
5.76,245,255,0
5.78,243,255,0
5.8,245,255,0
5.82,245,255,0
5.84,245,255,0
5.86,245,255,0
5.88,245,255,0
5.9,244,255,0
5.92,246,255,0
5.94,244,255,0
5.96,245,255,0
5.98,245,255,0
6,244,255,0
6.02,246,255,0
6.04,245,255,0
6.06,246,255,0
6.08,244,255,0
6.1,245,255,0
6.12,246,255,0
6.14,243,255,0
6.16,244,255,0
6.18,243,255,0
6.2,244,255,0
6.22,245,255,0
6.24,244,255,0
6.26,244,255,0
6.28,243,255,0
6.3,245,255,0
6.32,246,255,0
6.34,243,255,0
6.36,245,255,0
6.38,245,255,0
6.4,244,255,0
6.42,244,255,0
6.44,244,255,0
6.46,245,255,0
6.48,245,255,0
6.5,245,255,0
6.52,244,255,0
6.54,245,255,0
6.56,243,255,0
6.58,246,255,5
6.6,245,255,6
6.62,244,255,6
6.64,245,255,6
6.66,244,255,6
6.68,245,255,6
6.7,244,255,6
6.72,245,255,6
6.74,244,255,6
6.76,244,255,6
6.78,245,255,6
6.8,243,255,6
6.82,245,255,6
6.84,244,255,6
6.86,245,255,6
6.88,246,255,6
6.9,244,255,6
6.92,243,255,6
6.94,244,255,6
6.96,245,255,6
6.98,243,255,6
7,245,255,6
7.02,245,255,6
7.04,245,255,6
7.06,244,255,6
7.08,244,255,6
7.1,245,255,6
7.12,243,255,6
7.14,244,255,6
7.16,245,255,6
7.18,244,255,6
7.2,245,255,6
7.22,244,255,6
7.24,244,255,6
7.26,244,255,6
7.28,245,255,6
7.3,244,255,6
7.32,243,255,6
7.34,245,255,6
7.36,246,255,6
7.38,245,255,0
7.4,243,255,0
7.42,244,255,0
7.44,244,255,0
7.46,246,255,0
7.48,244,255,0
7.5,244,255,0
7.52,245,255,0
7.54,244,255,0
