Time,A0,A1,Pace,Phase
0.02,1023,1023,0,149.86
0.04,1023,1023,0,149.86
0.06,1022,1023,0,149.86
0.08,1021,1023,0,149.86
0.09999999,1023,1023,0,149.86
0.12,1023,1023,0,149.86
0.14,1023,1023,0,149.86
0.16,1023,1023,0,149.86
0.18,1023,1023,0,149.86
0.2,1023,1023,0,149.86
0.22,1023,1023,0,149.86
0.24,1023,1023,0,149.86
0.26,1023,1023,0,149.86
0.28,1023,1023,0,149.86
0.3,1023,1023,0,149.86
0.32,1022,1023,0,149.86
0.34,1023,1023,0,149.86
0.36,1023,1023,0,149.86
0.38,1023,1023,0,149.86
0.4,1023,1023,0,149.86
0.42,1023,1023,0,149.86
0.44,1023,1023,0,149.86
0.46,1023,1023,0,149.86
0.48,1023,1023,0,149.86
0.5,1022,1023,0,149.86
0.52,1022,1023,0,149.86
0.54,1023,1023,0,149.86
0.56,1023,1023,0,149.86
0.58,1023,1023,0,149.86
0.6,1023,1023,0,149.86
0.62,1023,1023,0,149.86
0.64,1022,1023,0,149.86
0.66,1022,1023,0,149.86
0.68,1023,1023,0,149.86
0.7,1023,1023,0,149.86
0.72,1022,1023,0,149.86
0.74,1023,1023,0,149.86
0.76,1023,1023,0,149.86
0.78,1021,1023,0,149.86
0.8,1023,1023,0,149.86
0.82,1023,1023,0,149.86
0.84,1023,1023,0,149.86
0.86,1022,1023,0,149.86
0.88,1023,1023,0,149.86
0.9,1023,1023,0,149.86
0.92,1023,1023,0,149.86
0.94,1023,1023,0,149.86
0.96,1023,1023,0,149.86
0.98,1023,1023,0,149.86
1,1023,1023,0,149.86
1.02,1023,1023,0,149.86
1.04,1023,1023,0,149.86
1.06,1023,1023,0,149.86
1.08,1023,1023,0,149.86
1.1,1023,1023,0,149.86
1.12,1023,1023,0,149.86
1.14,1023,1023,0,149.86
1.16,1023,1023,0,149.86
1.18,1023,1023,0,149.86
1.2,1023,1023,0,149.86
1.22,1023,1023,0,149.86
1.24,1023,1023,0,149.86
1.26,1023,1023,0,149.86
1.28,1023,1023,0,149.86
1.3,1023,1023,0,149.86
1.32,1023,1023,0,149.86
1.34,1023,1023,0,149.86
1.36,1023,1023,0,149.86
1.38,1023,1023,0,149.86
1.4,1023,1023,0,149.86
1.42,1023,1023,0,149.86
1.44,1023,1023,0,149.86
1.46,1023,1023,0,149.86
1.48,1023,1023,0,149.86
1.5,1022,1023,0,149.86
1.52,1023,1023,0,149.86
1.54,1023,1023,0,149.86
1.56,1023,1023,0,149.86
1.58,1023,1023,0,149.86
1.6,1023,1023,0,149.86
1.62,1023,1023,0,149.86
1.64,1023,1023,0,149.86
1.66,1023,1023,0,149.86
1.68,1023,1023,0,149.86
1.7,1023,1023,0,149.86
1.72,1023,1023,0,149.86
1.74,1023,1023,0,149.86
1.76,1023,1023,0,149.86
1.78,1023,1023,0,149.86
1.8,1023,1023,0,149.86
1.82,1023,1023,0,149.86
1.84,1023,1023,0,149.86
1.86,1023,1023,0,149.86
1.88,1023,1023,0,149.86
1.9,1022,1023,0,149.86
1.92,1023,1023,0,149.86
1.94,1023,1023,0,149.86
1.96,1022,1023,0,149.86
1.98,1022,1023,0,149.86
2,1023,1023,0,149.86
2.02,1023,1023,0,149.86
2.04,1023,1023,0,149.86
2.06,1023,1023,0,149.86
2.08,1023,1023,0,149.86
2.1,1023,1023,0,149.86
2.12,1023,1023,0,149.86
2.14,1023,1023,0,149.86
2.16,1023,1023,0,149.86
2.18,1023,1023,0,149.86
2.2,1023,1023,0,149.86
2.22,1023,1023,0,149.86
2.24,1023,1023,0,149.86
2.26,1023,1023,0,149.86
2.28,1023,1023,0,149.86
2.3,1023,1023,0,149.86
2.32,1023,1023,0,149.86
2.34,1023,1023,0,149.86
2.36,1023,1023,0,149.86
2.38,1023,1023,0,149.86
2.4,1023,1023,0,149.86
2.42,1023,1023,0,149.86
2.44,1023,1023,0,149.86
2.46,1023,1023,0,149.86
2.48,1023,1023,0,149.86
2.5,1023,1023,0,149.86
2.52,1023,1023,0,149.86
2.54,1023,1023,0,149.86
2.56,1023,1023,0,149.86
2.58,1023,1023,0,149.86
2.6,1023,1023,0,149.86
2.62,1023,1023,0,149.86
2.64,1023,1023,0,149.86
2.66,1023,1023,0,149.86
2.68,1023,1023,0,149.86
2.7,1023,1023,0,149.86
2.72,1023,1023,0,149.86
2.74,1023,1023,0,149.86
2.76,1023,1023,0,149.86
2.78,1023,1023,0,149.86
2.8,1023,1023,0,149.86
2.82,1023,1023,0,149.86
2.84,1023,1023,0,149.86
2.86,1023,1023,0,149.86
2.88,1023,1023,0,149.86
2.9,1023,1023,0,149.86
2.92,1023,1023,0,149.86
2.94,1023,1023,0,149.86
2.96,1023,1023,0,149.86
2.98,1023,1023,0,149.86
3,1023,1023,0,149.86
3.02,1023,1023,0,149.86
3.04,1023,1023,0,149.86
3.06,1023,1023,0,149.86
3.08,1023,1023,0,149.86
3.1,1022,1023,0,149.86
3.12,1023,1023,0,149.86
3.14,1023,1023,0,149.86
3.16,1023,1023,0,149.86
3.18,1023,1023,0,149.86
3.2,1023,1023,0,149.86
3.22,1023,1023,0,149.86
3.24,1023,1023,0,149.86
3.26,1023,1023,0,149.86
3.28,1023,1023,0,149.86
3.3,1023,1023,0,149.86
3.32,1023,1023,0,149.86
3.34,1023,1023,0,149.86
3.36,1023,1023,0,149.86
3.38,1022,1023,0,149.86
3.4,1022,1023,0,149.86
3.42,1023,1023,0,149.86
3.44,1023,1023,0,149.86
3.46,1023,1023,0,149.86
